"汉字","读音","第二读音","第三读音","第四读音","ID"
"仝","tong",,,,3902
"氽","tun",,,,3903
"佘","she",,,,3904
"佥","qian",,,,3905
"俎","zu",,,,3906
"汆","cuan",,,,3908
"籴","di",,,,3909
"兮","xi",,,,3910
"巽","xun",,,,3911
"黉","hong",,,,3912
"冁","chan",,,,3914
"夔","kui",,,,3915
"勹","bao",,,,3916
"匍","pu",,,,3917
"訇","hong",,,,3918
"凫","fu",,,,3920
"夙","su",,,,3921
"兕","si",,,,3922
"兖","yan",,,,3923
"亳","bo",,,,3924
"袤","mao",,,,3926
"亵","xie",,,,3927
"脔","luan",,,,3928
"裒","pou",,,,3929
"禀","bing",,,,3930
"蠃","luo",,,,3932
"羸","lei",,,,3933
"冱","hu",,,,3934
"冽","lie",,,,3935
"冼","xian",,,,3936
"凇","song",,,,3937
"冥","ming",,,,3939
"讦","jie",,,,3940
"讧","hong",,,,3941
"讪","shan",,,,3942
"讴","ou",,,,3943
"讵","ju",,,,3944
"诂","gu",,,,3946
"诃","he",,,,3947
"诋","di",,,,3948
"诏","zhao",,,,3949
"诎","qu",,,,3950
"诒","yi",,,,3951
"诔","lei",,,,3953
"诖","gua",,,,3954
"诘","jie",,,,3955
"诙","hui",,,,3956
"诜","shen",,,,3957
"诟","gou",,,,3958
"诤","zheng",,,,3960
"诨","hun",,,,3961
"诩","xu",,,,3962
"诮","qiao",,,,3963
"诰","gao",,,,3964
"诳","kuang",,,,3965
"诹","zou",,,,3967
"诼","zhuo",,,,3968
"诿","wei",,,,3969
"谀","yu",,,,3970
"谂","shen",,,,3971
"谇","sui",,,,3973
"谌","chen",,,,3974
"谏","jian",,,,3975
"谑","xue",,,,3976
"谒","ye",,,,3977
"谔","e",,,,3978
"谖","xuan",,,,3980
"谙","an",,,,3981
"谛","di",,,,3982
"谘","zi",,,,3983
"谟","mo",,,,3985
"谠","dang",,,,3986
"谡","su",,,,3987
"谥","shi",,,,3988
"谧","mi",,,,3989
"谪","zhe",,,,3990
"谮","zen",,,,3992
"谯","qiao",,,,3993
"谲","jue",,,,3994
"谳","yan",,,,3995
"谵","zhan",,,,3996
"谶","chen",,,,3997
"阢","wu",,,,3999
"阡","qian",,,,4000
"阱","jing",,,,4001
"阽","dian",,,,4003
"阼","zuo",,,,4004
"陂","bei",,,,4005
"陉","xing",,,,4006
"陔","gai",,,,4007
"陟","zhi",,,,4008
"陬","zou",,,,4010
"陲","chui",,,,4011
"陴","pi",,,,4012
"隈","wei",,,,4013
"隍","huang",,,,4014
"隰","xi",,,,4016
"邗","han",,,,4017
"邛","qiong",,,,4018
"邝","kuang",,,,4019
"邙","mang",,,,4020
"邬","wu",,,,4021
"邡","fang",,,,4022
"邳","pi",,,,4024
"邶","bei",,,,4025
"邺","ye",,,,4026
"邸","di",,,,4027
"邰","tai",,,,4028
"郅","zhi",,,,4030
"邾","zhu",,,,4031
"郐","kuai",,,,4032
"郄","qie",,,,4033
"郇","huan","xun",,,4034
"郓","yun",,,,4035
"郢","ying",,,,4037
"郜","gao",,,,4038
"郗","xi",,,,4039
"郛","fu",,,,4040
"郯","tan",,,,4042
"郾","yan",,,,4043
"鄄","juan",,,,4044
"鄢","yan",,,,4045
"鄞","yin",,,,4046
"鄱","po",,,,4048
"鄯","shan",,,,4049
"鄹","zou",,,,4050
"酃","ling",,,,4051
"酆","feng",,,,4052
"刍","chu",,,,4053
"劢","mai",,,,4055
"劬","qu",,,,4056
"劭","shao",,,,4057
"劾","he",,,,4058
"哿","ge",,,,4059
"勐","meng",,,,4060
"勰","xie",,,,4062
"叟","sou",,,,4063
"燮","xie",,,,4064
"矍","jue",,,,4065
"凼","dan",,,,4066
"厶","si",,,,4068
"弁","bian",,,,4069
"畚","ben",,,,4070
"巯","qiu",,,,4071
"坌","ben",,,,4072
"垩","e",,,,4073
"塾","shu",,,,4075
"墼","ji",,,,4076
"壅","yong",,,,4077
"壑","he",,,,4078
"圩","wei","xu",,,4079
"圪","ge",,,,4081
"圳","zhen",,,,4082
"圹","kuang",,,,4083
"圮","pi",,,,4084
"圯","yi",,,,4085
"圻","qi",,,,4087
"坂","ban",,,,4088
"坩","gan",,,,4089
"垅","long",,,,4090
"垆","lu",,,,4092
"坼","che",,,,4093
"坻","di",,,,4094
"坨","tuo",,,,4095
"坭","ni",,,,4096
"坶","mu",,,,4097
"垭","ya",,,,4099
"垤","die",,,,4100
"垌","dong",,,,4101
"垲","kai",,,,4102
"埏","shan","yan",,,4103
"垴","nao",,,,4105
"垓","ga",,,,4106
"垠","yin",,,,4107
"埕","cheng",,,,4108
"埘","shi",,,,4109
"埚","guo",,,,4110
"埒","lie",,,,4112
"垸","yuan",,,,4113
"埴","zhi",,,,4114
"埯","an",,,,4115
"埸","yi",,,,4116
"埝","nian",,,,4118
"堋","peng",,,,4119
"堍","tu",,,,4120
"埽","sao",,,,4121
"埭","dai",,,,4122
"堞","die",,,,4124
"堙","yin",,,,4125
"塄","leng",,,,4126
"堠","hou",,,,4127
"塥","ge",,,,4128
"墁","man",,,,4130
"墉","yong",,,,4131
"墚","liang",,,,4132
"墀","chi",,,,4133
"馨","xin",,,,4134
"鼙","pi",,,,4135
"艽","jiao",,,,4137
"艿","nai",,,,4138
"芏","du",,,,4139
"芊","qian",,,,4140
"芄","wan",,,,4142
"芎","xiong",,,,4143
"芑","qi",,,,4144
"芗","xiang",,,,4145
"芙","fu",,,,4146
"芸","yun",,,,4148
"芾","fu","fei",,,4149
"芰","ji",,,,4150
"苈","li",,,,4151
"苊","e",,,,4152
"苣","ju","qu",,,4153
"芷","zhi",,,,4155
"芮","rui",,,,4156
"苋","xian",,,,4157
"苌","chang",,,,4158
"苁","cong",,,,4159
"芩","qin",,,,4160
"芡","qian",,,,4162
"芪","qi",,,,4163
"芟","shan",,,,4164
"苄","bian",,,,4165
"芤","kou",,,,4167
"苡","yi",,,,4168
"茉","mo",,,,4169
"苷","gan",,,,4170
"苤","pie",,,,4171
"茏","long",,,,4172
"苜","mu",,,,4174
"苴","ju",,,,4175
"苒","ran",,,,4176
"苘","qing",,,,4177
"苻","fu",,,,4179
"苓","ling",,,,4180
"茑","niao",,,,4181
"茚","yin",,,,4182
"茆","mao",,,,4183
"茔","ying",,,,4184
"苠","min",,,,4186
"苕","tiao","shao",,,4187
"茜","qian","xi",,,4188
"荑","yi","ti",,,4189
"荛","rao",,,,4190
"荜","bi",,,,4191
"莒","ju",,,,4193
"茼","tong",,,,4194
"茴","hui",,,,4195
"茱","zhu",,,,4196
"莛","ting",,,,4197
"荞","qiao",,,,4198
"荏","ren",,,,4200
"荇","xing",,,,4201
"荃","quan",,,,4202
"荟","hui",,,,4203
"茗","ming",,,,4205
"荠","ji",,,,4206
"茭","jiao",,,,4207
"茺","chong",,,,4208
"茳","jiang",,,,4209
"荦","luo",,,,4210
"荨","qian","xun",,,4212
"茛","gen",,,,4213
"荩","jin",,,,4214
"荬","mai",,,,4215
"荪","sun",,,,4216
"荭","hong",,,,4217
"荮","zhou",,,,4218
"荸","bi",,,,4220
"莳","shi",,,,4221
"莴","wo",,,,4222
"莠","you",,,,4223
"莪","e",,,,4224
"莓","mei",,,,4225
"莅","li",,,,4227
"荼","tu",,,,4228
"莶","xian",,,,4229
"莩","fu","piao",,,4230
"荽","sui",,,,4231
"荻","di",,,,4233
"莘","shen","xin",,,4234
"莞","guan","wan",,,4235
"莨","liang",,,,4236
"莺","ying",,,,4237
"菁","jing",,,,4239
"萁","qi",,,,4240
"菥","xi",,,,4241
"菘","song",,,,4242
"堇","jin",,,,4243
"萘","nai",,,,4244
"菝","ba",,,,4246
"菽","shu",,,,4247
"菖","chang",,,,4248
"萜","tie",,,,4249
"萸","yu",,,,4250
"萆","bi",,,,4252
"菔","fu",,,,4253
"菟","tu",,,,4254
"萏","dan",,,,4255
"萃","cui",,,,4256
"菸","yan",,,,4257
"菹","zu",,,,4258
"菅","jian",,,,4260
"菀","wan",,,,4261
"萦","ying",,,,4262
"菰","gu",,,,4263
"菡","han",,,,4264
"葜","qia",,,,4265
"葚","shen",,,,4267
"葙","xiang",,,,4268
"葳","wei",,,,4269
"蒇","chan",,,,4270
"蒈","kai",,,,4271
"蒉","kui",,,,4273
"葸","xi",,,,4274
"萼","e",,,,4275
"葆","bao",,,,4276
"葩","pa",,,,4277
"蒌","lou",,,,4279
"蒎","pai",,,,4280
"萱","xuan",,,,4281
"葭","jia",,,,4282
"蓁","zhen",,,,4283
"蓍","shi",,,,4284
"蓦","mo",,,,4286
"蒽","en",,,,4287
"蓓","bei",,,,4288
"蓊","weng",,,,4289
"蒿","hao",,,,4290
"蓠","li",,,,4292
"蒡","bang",,,,4293
"蒹","jian",,,,4294
"蒴","shuo",,,,4295
"蒗","lang",,,,4296
"蓥","ying",,,,4297
"蔌","su",,,,4299
"甍","meng",,,,4300
"蔸","dou",,,,4301
"蓰","xi",,,,4302
"蔹","lian",,,,4303
"蔺","lin",,,,4305
"蕖","qu",,,,4306
"蔻","kou",,,,4307
"蓿","xu",,,,4308
"蓼","liao",,,,4309
"蕈","xun",,,,4311
"蕨","jue",,,,4312
"蕤","rui",,,,4313
"蕞","zui",,,,4314
"蕺","ji",,,,4315
"蕃","fan",,,,4317
"蕲","qi",,,,4318
"蕻","hong",,,,4319
"薤","xie",,,,4320
"薨","hong",,,,4321
"薇","wei",,,,4322
"蕹","weng",,,,4324
"薮","sou",,,,4325
"薜","bi",,,,4326
"薅","hao",,,,4327
"薷","ru",,,,4329
"薰","xun",,,,4330
"藓","xian",,,,4331
"藁","gao",,,,4332
"藜","li",,,,4333
"藿","huo",,,,4334
"蘅","heng",,,,4336
"蘩","fan",,,,4337
"蘖","nie",,,,4338
"蘼","ni",,,,4339
"夼","kuang",,,,4341
"奁","lian",,,,4342
"耷","da",,,,4343
"奕","yi",,,,4344
"奚","xi",,,,4345
"匏","pao",,,,4347
"尢","you",,,,4348
"尥","liao",,,,4349
"尬","ga",,,,4350
"尴","gan",,,,4351
"扪","men",,,,4352
"抻","chen",,,,4354
"拊","fu",,,,4355
"拚","pan",,,,4356
"拗","ao","niu",,,4357
"拮","jie",,,,4358
"挢","jiao",,,,4359
"挹","yi",,,,4361
"捋","lv",,,,4362
"捃","jun",,,,4363
"掭","tian",,,,4364
"捱","ai",,,,4366
"捺","na",,,,4367
"掎","ji",,,,4368
"掴","guai","guo",,,4369
"捭","bai",,,,4370
"掊","pou","puo",,,4372
"捩","lie",,,,4373
"掮","qian",,,,4374
"掼","guan",,,,4375
"揲","she","die","ye",,4376
"揠","ya",,,,4378
"揿","qin",,,,4379
"揄","yu",,,,4380
"揞","an",,,,4381
"揎","xuan",,,,4382
"揆","kui",,,,4384
"掾","yuan",,,,4385
"摅","shu",,,,4386
"摁","en",,,,4387
"搋","chuai",,,,4388
"搛","jian",,,,4389
"搌","zhan",,,,4391
"搦","nuo",,,,4392
"搡","sang",,,,4393
"摞","luo",,,,4394
"撄","ying",,,,4395
"摭","zhi",,,,4396
"摺","zhe",,,,4398
"撷","xie",,,,4399
"撸","lu",,,,4400
"撙","zun",,,,4401
"撺","cuan",,,,4402
"擐","huan",,,,4404
"擗","pi",,,,4405
"擤","xing",,,,4406
"擢","zhuo",,,,4407
"攉","huo",,,,4408
"攮","nang",,,,4410
"弋","yi",,,,4411
"忒","te","tui",,,4412
"甙","dai",,,,4413
"弑","shi",,,,4414
"卟","bu",,,,4415
"叽","ji",,,,4417
"叩","kou",,,,4418
"叨","dao","tao",,,4419
"叻","le",,,,4420
"吒","zha",,,,4421
"吆","yao",,,,4423
"呋","fu",,,,4424
"呒","m","fu",,,4425
"呓","yi",,,,4426
"呖","li",,,,4428
"呃","e",,,,4429
"吡","bi",,,,4430
"呗","bei",,,,4431
"呙","guo",,,,4432
"吣","qin",,,,4433
"咂","za",,,,4435
"咔","ka",,,,4436
"呷","xia",,,,4437
"呱","gua",,,,4438
"呤","ling",,,,4439
"咛","ning",,,,4441
"咄","duo",,,,4442
"呶","nao",,,,4443
"呦","you",,,,4444
"咝","si",,,,4445
"哐","kuang",,,,4446
"咭","ji",,,,4447
"哂","shen",,,,4448
"咴","hui",,,,4449
"哒","da",,,,4450
"咦","yi",,,,4452
"哓","xiao",,,,4453
"哔","bi",,,,4454
"呲","zi",,,,4455
"咣","guang",,,,4456
"咻","xiu",,,,4458
"咿","yi",,,,4459
"哌","pai",,,,4460
"哙","kuai",,,,4461
"哚","duo",,,,4462
"咩","mie",,,,4464
"咪","mi",,,,4465
"咤","zha",,,,4466
"哝","nong",,,,4467
"哏","gen",,,,4468
"唛","ma",,,,4470
"哧","chi",,,,4471
"唠","lao",,,,4472
"哽","geng",,,,4473
"唔","wu",,,,4474
"唢","suo",,,,4476
"唣","zao",,,,4477
"唏","xi",,,,4478
"唑","zuo",,,,4479
"唧","ji",,,,4480
"唪","feng",,,,4481
"喏","re","nuo",,,4483
"喵","miao",,,,4484
"啉","lin",,,,4485
"啭","zhuan",,,,4486
"啕","tao",,,,4488
"唿","hu",,,,4489
"啐","cui",,,,4490
"唼","sha",,,,4491
"唷","yo",,,,4492
"啖","dan",,,,4493
"啶","ding",,,,4495
"啷","lang",,,,4496
"唳","li",,,,4497
"唰","shua",,,,4498
"啜","chuo","chuai",,,4499
"嗒","ta","da",,,4501
"喃","nan",,,,4502
"喱","li",,,,4503
"喹","kui",,,,4504
"喈","jie",,,,4505
"喟","kui",,,,4507
"啾","jiu",,,,4508
"嗖","sou",,,,4509
"喑","yin",,,,4510
"啻","chi",,,,4511
"嗟","jie",,,,4512
"喾","ku",,,,4514
"喔","wo",,,,4515
"喙","hui",,,,4516
"嗪","qin",,,,4517
"嗷","ao",,,,4518
"嘟","du",,,,4520
"嗑","ke",,,,4521
"嗫","nie",,,,4522
"嗬","he",,,,4523
"嗔","chen",,,,4524
"嗝","ge",,,,4526
"嗄","a",,,,4527
"嗯","en",,,,4528
"嗥","hao",,,,4529
"嗲","dia",,,,4530
"嗌","ai","yi",,,4532
"嗍","suo",,,,4533
"嗨","hai",,,,4534
"嗵","tong",,,,4535
"嗤","chi",,,,4536
"嘞","lei",,,,4538
"嘈","cao",,,,4539
"嘌","piao",,,,4540
"嘁","qi",,,,4541
"嘤","ying",,,,4542
"嗾","sou",,,,4544
"嘀","di",,,,4545
"嘧","mi",,,,4546
"嘭","peng",,,,4547
"噘","jue",,,,4548
"嘹","liao",,,,4549
"嘬","chuai","zuo",,,4551
"噍","jiao",,,,4552
"噢","o",,,,4553
"噙","qin",,,,4554
"噜","lu",,,,4555
"噔","deng",,,,4557
"嚆","hao",,,,4558
"噤","jin",,,,4559
"噱","xue","jue",,,4560
"噫","yi",,,,4561
"噼","pi",,,,4563
"嚅","ru",,,,4564
"嚓","ca","cha",,,4565
"嚯","huo",,,,4566
"囔","nang",,,,4567
"囗","da","kou",,,4568
"囡","nan",,,,4570
"囵","lun",,,,4571
"囫","hu",,,,4572
"囹","ling",,,,4573
"囿","you",,,,4574
"圄","yu",,,,4575
"圊","qing",,,,4576
"圜","huan","yuan",,,4578
"帏","wei",,,,4579
"帙","zhi",,,,4580
"帔","pei",,,,4581
"帑","tang",,,,4582
"帻","ze",,,,4584
"帼","guo",,,,4585
"帷","wei",,,,4586
"幄","wo",,,,4587
"幔","man",,,,4588
"幞","fu",,,,4590
"幡","fan",,,,4591
"岌","ji",,,,4592
"屺","qi",,,,4593
"岍","qian",,,,4594
"岐","qi",,,,4595
"岖","qu",,,,4596
"岈","ya",,,,4597
"岘","xian",,,,4598
"岑","cen",,,,4600
"岚","lan",,,,4601
"岜","ba",,,,4602
"岵","hu",,,,4603
"岽","dong",,,,4605
"岬","jia",,,,4606
"岫","xiu",,,,4607
"岱","dai",,,,4608
"岣","gou",,,,4609
"岷","min",,,,4611
"峄","yi",,,,4612
"峒","dong",,,,4613
"峤","jiao","qiao",,,4614
"峋","xun",,,,4615
"崂","lao",,,,4617
"崃","lai",,,,4618
"崧","song",,,,4619
"崦","yan",,,,4620
"崮","gu",,,,4621
"崤","xiao",,,,4622
"崞","guo",,,,4623
"崛","jue",,,,4625
"嵘","rong",,,,4626
"崾","yao",,,,4627
"崴","wai","wei",,,4628
"崽","zai",,,,4629
"嵛","yu",,,,4631
"嵯","cuo",,,,4632
"嵝","lou",,,,4633
"嵫","zi",,,,4634
"嵋","mei",,,,4635
"嵊","sheng",,,,4636
"嵴","ji",,,,4638
"嶂","zhang",,,,4639
"嶙","lin",,,,4640
"嶝","deng",,,,4641
"豳","bin",,,,4642
"巅","dian",,,,4644
"彳","chi",,,,4645
"彷","pang",,,,4646
"徂","cu",,,,4647
"徇","xun",,,,4648
"後","hou",,,,4650
"徕","lai",,,,4651
"徙","xi",,,,4652
"徜","chang",,,,4653
"徨","huang",,,,4654
"徭","yao",,,,4655
"徼","jiao",,,,4657
"衢","qu",,,,4658
"彡","san","pie",,,4659
"犭","quan",,,,4660
"犰","qiu",,,,4661
"犴","an","han",,,4662
"犸","ma",,,,4664
"狃","niu",,,,4665
"狁","yun",,,,4666
"狎","xia",,,,4667
"狍","pao",,,,4668
"狒","fei",,,,4669
"狯","kuai",,,,4671
"狩","shou",,,,4672
"狲","sun",,,,4673
"狴","bi",,,,4674
"狷","juan",,,,4675
"猁","li",,,,4676
"猃","xian",,,,4678
"狺","yin",,,,4679
"狻","suan",,,,4680
"猗","yi",,,,4681
"猓","guo",,,,4682
"猊","ni",,,,4684
"猞","she",,,,4685
"猝","cu",,,,4686
"猕","mi",,,,4687
"猢","hu",,,,4688
"猥","wei",,,,4690
"猬","wei",,,,4691
"猸","mei",,,,4692
"猱","nao",,,,4693
"獐","zhang",,,,4694
"獗","jue",,,,4696
"獠","liao",,,,4697
"獬","xie",,,,4698
"獯","xun",,,,4699
"獾","huan",,,,4700
"舛","chuan",,,,4701
"飧","sun",,,,4703
"夤","yin",,,,4704
"夂","fan","wen","pang",,4705
"饧","xing",,,,4706
"饨","tun",,,,4707
"饪","ren",,,,4709
"饫","yu",,,,4710
"饬","chi",,,,4711
"饴","yi",,,,4712
"饷","xiang",,,,4713
"馀","yu",,,,4715
"馄","hun",,,,4716
"馇","cha",,,,4717
"馊","sou",,,,4718
"馍","mo",,,,4719
"馑","jin",,,,4721
"馓","san",,,,4722
"馔","zhuan",,,,4723
"馕","nang",,,,4724
"庀","pi",,,,4725
"庋","gui",,,,4727
"庖","pao",,,,4728
"庥","xiu",,,,4729
"庠","xiang",,,,4730
"庹","tuo",,,,4731
"庾","yu",,,,4733
"庳","bi",,,,4734
"赓","geng",,,,4735
"廒","ao",,,,4736
"廑","jin",,,,4737
"廨","xie",,,,4739
"廪","lin",,,,4740
"膺","ying",,,,4741
"忉","lao",,,,4742
"忖","cun",,,,4743
"忏","chan",,,,4744
"怃","wu",,,,4745
"忮","zhi",,,,4746
"怄","ou",,,,4747
"忡","chong",,,,4748
"忾","kai",,,,4750
"怅","chang",,,,4751
"怆","chuang",,,,4752
"忪","song","zhong",,,4753
"忭","bian",,,,4754
"怙","hu",,,,4756
"怵","chu",,,,4757
"怦","peng",,,,4758
"怛","da",,,,4759
"怏","yang",,,,4760
"怩","ni",,,,4762
"怫","fu",,,,4763
"怊","chao",,,,4764
"怿","yi",,,,4765
"怡","yi",,,,4766
"恹","yan",,,,4768
"恻","ce",,,,4769
"恺","kai",,,,4770
"恂","xun",,,,4771
"恪","ke",,,,4772
"恽","yun",,,,4773
"悚","song",,,,4775
"悭","qian",,,,4776
"悝","kui",,,,4777
"悃","kun",,,,4778
"悒","yi",,,,4779
"悛","quan",,,,4781
"惬","qie",,,,4782
"悻","xing",,,,4783
"悱","fei",,,,4784
"惝","chang","tang",,,4785
"惆","chou",,,,4787
"惚","hu",,,,4788
"悴","cui",,,,4789
"愠","yun",,,,4790
"愦","kui",,,,4791
"愕","e",,,,4792
"惴","zhui",,,,4794
"愀","qiao",,,,4795
"愎","bi",,,,4796
"愫","su",,,,4797
"慊","qian","qie",,,4798
"憬","jing",,,,4800
"憔","qiao",,,,4801
"憧","chong",,,,4802
"憷","chu",,,,4803
"懔","lin",,,,4804
"懵","meng",,,,4805
"隳","hui",,,,4807
"闩","shuan",,,,4808
"闫","yan",,,,4809
"闱","wei",,,,4810
"闳","hong",,,,4811
"闵","min",,,,4812
"闼","ta",,,,4814
"闾","lv",,,,4815
"阃","kun",,,,4816
"阄","jiu",,,,4817
"阆","lang",,,,4818
"阈","yu",,,,4819
"阋","xi",,,,4821
"阌","wen",,,,4822
"阍","hun",,,,4823
"阏","yan",,,,4824
"阒","qu",,,,4825
"阕","que",,,,4826
"阗","tian",,,,4828
"阙","que",,,,4829
"阚","kan","han",,,4830
"爿","pan",,,,4831
"戕","qiang",,,,4832
"汜","si",,,,4834
"汊","cha",,,,4835
"沣","feng",,,,4836
"沅","yuan",,,,4837
"沔","mian",,,,4839
"沌","dun",,,,4840
"汨","mi",,,,4841
"汩","gu",,,,4842
"汴","bian",,,,4843
"沆","hang",,,,4845
"沩","wei",,,,4846
"泐","le",,,,4847
"泔","gan",,,,4848
"沭","shu",,,,4849
"泸","lu",,,,4851
"泱","yang",,,,4852
"泗","si",,,,4853
"沲","duo",,,,4854
"泠","ling",,,,4855
"泖","mao",,,,4856
"泺","luo",,,,4857
"泫","xuan",,,,4858
"泮","pan",,,,4859
"泓","hong",,,,4861
"泯","min",,,,4862
"泾","jing",,,,4863
"洹","huan",,,,4864
"洧","wei",,,,4865
"浃","jia",,,,4867
"浈","zhen",,,,4868
"洇","yin",,,,4869
"洄","hui",,,,4870
"洙","zhu",,,,4871
"洫","xu",,,,4873
"浍","kuai",,,,4874
"洮","tao",,,,4875
"洵","xun",,,,4876
"洚","jiang",,,,4877
"浒","hu",,,,4879
"浔","xun",,,,4880
"洳","ru",,,,4881
"涑","su",,,,4882
"涞","lai",,,,4883
"浞","zhuo",,,,4885
"涓","juan",,,,4886
"涔","cen",,,,4887
"浜","bang",,,,4888
"浠","xi",,,,4889
"浼","mei",,,,4890
"浣","huan",,,,4891
"渚","zhu",,,,4892
"淇","qi",,,,4893
"淅","xi",,,,4894
"淞","song",,,,4895
"涿","zhuo",,,,4897
"淠","pi",,,,4898
"渑","mian","sheng",,,4899
"淦","gan",,,,4900
"淙","cong",,,,4902
"渖","shen",,,,4903
"涫","guan",,,,4904
"渌","lu",,,,4905
"涮","shuan",,,,4906
"渫","xie",,,,4907
"湎","mian",,,,4909
"湫","qiu","jiao",,,4910
"溲","sou",,,,4911
"湟","huang",,,,4912
"溆","xu",,,,4913
"湔","jian",,,,4915
"渲","xuan",,,,4916
"渥","wo",,,,4917
"湄","mei",,,,4918
"滟","yan",,,,4919
"溘","ke",,,,4921
"滠","she",,,,4922
"漭","mang",,,,4923
"滢","ying",,,,4924
"溥","pu",,,,4925
"溽","ru",,,,4927
"溻","ta",,,,4928
"溷","hun",,,,4929
"滗","bi",,,,4930
"溴","xiu",,,,4931
"溏","tang",,,,4933
"滂","pang",,,,4934
"溟","ming",,,,4935
"潢","huang",,,,4936
"潆","ying",,,,4937
"漤","lan",,,,4939
"漕","cao",,,,4940
"滹","hu",,,,4941
"漯","luo","ta",,,4942
"漶","huan",,,,4943
"潋","lian",,,,4944
"漪","yi",,,,4946
"漉","lu",,,,4947
"漩","xuan",,,,4948
"澉","gan",,,,4949
"澍","shu",,,,4950
"潸","shan",,,,4952
"潲","shao",,,,4953
"潼","tong",,,,4954
"潺","chan",,,,4955
"濑","lai",,,,4956
"澧","li",,,,4958
"澹","dan","tan",,,4959
"澶","chan",,,,4960
"濂","lian",,,,4961
"濡","ru",,,,4962
"濞","bi",,,,4964
"濠","hao",,,,4965
"濯","zhuo",,,,4966
"瀚","han",,,,4967
"瀣","xie",,,,4968
"瀹","yue",,,,4970
"瀵","fen",,,,4971
"灏","hao",,,,4972
"灞","ba",,,,4973
"宄","gui",,,,4974
"宓","mi",,,,4976
"宥","you",,,,4977
"宸","chen",,,,4978
"甯","ning",,,,4979
"骞","qian",,,,4980
"搴","qian",,,,4981
"寮","liao",,,,4983
"褰","qian",,,,4984
"寰","huan",,,,4985
"蹇","jian",,,,4986
"迓","ya",,,,4988
"迕","wu",,,,4989
"迥","jiong",,,,4990
"迮","ze",,,,4991
"迤","yi",,,,4992
"迩","er",,,,4993
"迳","jing",,,,4995
"迨","dai",,,,4996
"逅","hou",,,,4997
"逄","pang",,,,4998
"逋","bu",,,,4999
"逑","qiu",,,,5001
"逍","xiao",,,,5002
"逖","ti",,,,5003
"逡","qun",,,,5004
"逵","kui",,,,5005
"逭","huan",,,,5007
"逯","lu",,,,5008
"遄","chuan",,,,5009
"遑","huang",,,,5010
"遒","qiu",,,,5011
"遨","ao",,,,5013
"遘","gou",,,,5014
"遢","ta",,,,5015
"遛","liu",,,,5016
"暹","xian",,,,5017
"遴","lin",,,,5018
"邂","xie",,,,5020
"邈","miao",,,,5021
"邃","sui",,,,5022
"邋","la",,,,5023
"彖","tuan",,,,5025
"彘","zhi",,,,5026
"尻","kao",,,,5027
"咫","zhi",,,,5028
"屐","ji",,,,5029
"屙","e",,,,5030
"屣","xi",,,,5032
"屦","ju",,,,5033
"羼","chan",,,,5034
"弪","jing",,,,5035
"弩","nu",,,,5036
"弭","mi",,,,5037
"艴","fu",,,,5038
"弼","bi",,,,5039
"鬻","yu",,,,5040
"妁","shuo",,,,5041
"妃","fei",,,,5042
"妍","yan",,,,5043
"妩","wu",,,,5044
"妣","bi",,,,5046
"妗","jin",,,,5047
"姊","zi",,,,5048
"妫","gui",,,,5049
"妞","niu",,,,5050
"姒","si",,,,5052
"妲","da",,,,5053
"妯","zhou",,,,5054
"姗","shan",,,,5055
"妾","qie",,,,5056
"娆","rao",,,,5058
"姝","shu",,,,5059
"娈","luan",,,,5060
"姣","jiao",,,,5061
"姹","cha",,,,5063
"娌","li",,,,5064
"娉","ping",,,,5065
"娲","wa",,,,5066
"娴","xian",,,,5067
"娑","suo",,,,5068
"娓","wei",,,,5070
"婀","e",,,,5071
"婧","jing",,,,5072
"婊","biao",,,,5073
"娼","chang",,,,5075
"婢","bi",,,,5076
"婵","chan",,,,5077
"胬","nu",,,,5078
"媪","ao",,,,5079
"媛","yuan",,,,5080
"婺","wu",,,,5082
"媾","gou",,,,5083
"嫫","mo",,,,5084
"媲","pi",,,,5085
"嫒","ai",,,,5086
"媸","chi",,,,5088
"嫠","li",,,,5089
"嫣","yan",,,,5090
"嫱","qiang",,,,5091
"嫖","piao",,,,5092
"嫦","chang",,,,5093
"嫜","zhang",,,,5095
"嬉","xi",,,,5096
"嬗","shan",,,,5097
"嬖","bi",,,,5098
"嬲","niao",,,,5099
"孀","shuang",,,,5101
"尕","ga",,,,5102
"尜","ga",,,,5103
"孚","fu",,,,5104
"孥","nu",,,,5105
"孑","jie",,,,5107
"孓","jue",,,,5108
"孢","bao",,,,5109
"驵","zang",,,,5110
"驸","fu",,,,5112
"驺","zou",,,,5113
"驿","yi",,,,5114
"驽","nu",,,,5115
"骀","tai",,,,5116
"骅","hua",,,,5118
"骈","pian",,,,5119
"骊","li",,,,5120
"骐","qi",,,,5121
"骒","ke",,,,5122
"骓","zhui",,,,5123
"骘","zhi",,,,5125
"骛","wu",,,,5126
"骜","ao",,,,5127
"骝","liu",,,,5128
"骟","shan",,,,5129
"骢","cong",,,,5131
"骣","chan",,,,5132
"骥","ji",,,,5133
"骧","xiang",,,,5134
"纡","yu",,,,5135
"纣","zhou",,,,5136
"纨","wan",,,,5138
"纩","kuang",,,,5139
"纭","yun",,,,5140
"纰","pi",,,,5141
"纾","shu",,,,5142
"绁","xie",,,,5144
"绂","fu",,,,5145
"绉","zhou",,,,5146
"绋","fu",,,,5147
"绌","chu",,,,5148
"绔","ku",,,,5150
"绗","hang",,,,5151
"绛","jiang",,,,5152
